id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
21998129,2019/03/30 9:47 AM PDT,2019-03-30,2019-03-30 16:47:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-04-04 22:35:16 UTC,2019-04-05 13:30:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21998129,https://static.inaturalist.org/photos/34097865/medium.jpg?1554417144,,Hesperapis,"San Diego County, California, US",2,0,false,,Tamarisk Grove Campgound,33.1385616667,-116.37573,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21999486,2019/03/30 8:10 AM PDT,2019-03-30,2019-03-30 15:10:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-04-04 23:04:07 UTC,2019-07-17 03:17:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21999486,https://static.inaturalist.org/photos/34099874/medium.jpg?1554418862,,Hesperapis,"San Diego County, California, US",3,0,false,,Helllhole Canyon,33.247165,-116.4055466667,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
21999504,2019/03/30 8:28 AM PDT,2019-03-30,2019-03-30 15:28:00 UTC,Pacific Time (US & Canada),10285,finatic,2019-04-04 23:04:19 UTC,2019-07-17 03:17:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21999504,https://static.inaturalist.org/photos/34099961/medium.jpg?1554418945,,Hesperapis,"San Diego County, California, US",3,0,false,,Helllhole Canyon,33.2471683333,-116.406105,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22034335,2019/02/27 2:29 PM PST,2019-02-27,2019-02-27 22:29:00 UTC,Pacific Time (US & Canada),1581357,tom_barnes_,2019-04-05 16:19:17 UTC,2019-04-23 01:57:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22034335,https://static.inaturalist.org/photos/34138817/medium.jpeg?1554481091,,"",Busy digging in sand.,3,0,false,,"San Diego County, CA, USA",33.34973,-116.37468,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22106969,2019/03/30 11:40 AM PDT,2019-03-30,2019-03-30 18:40:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-04-06 20:13:14 UTC,2020-04-30 22:22:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22106969,https://static.inaturalist.org/photos/34221634/medium.jpg?1554581437,,"","",1,0,false,,"Riverside, California, United States",33.6366483333,-115.3652116667,,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis rufipes,Hesperapis rufipes,,Insecta,889191,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,Hesperapis rufipes,,,,
22106975,2019/03/30 11:41 AM PDT,2019-03-30,2019-03-30 18:41:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-04-06 20:13:16 UTC,2019-05-08 04:41:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22106975,https://static.inaturalist.org/photos/34221659/medium.jpg?1554581446,,"","",1,0,false,,"Riverside, California, United States",33.6367133333,-115.3650316667,,,,false,,,,Riverside,California,United States,California,Riverside,Xeralictoides,Xeralictoides,,Insecta,700712,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22126450,2019/03/08 9:14 AM PST,2019-03-08,2019-03-08 17:14:00 UTC,Pacific Time (US & Canada),60643,newtpatrol,2019-04-07 03:23:20 UTC,2019-07-17 03:12:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22126450,https://static.inaturalist.org/photos/34252125/medium.jpg?1554605880,,AnzaBorrego,,3,0,false,,"San Diego County, CA, USA",33.3075208611,-116.21308725,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22126455,2019/03/08 9:37 AM PST,2019-03-08,2019-03-08 17:37:00 UTC,Pacific Time (US & Canada),60643,newtpatrol,2019-04-07 03:23:24 UTC,2019-07-17 03:12:02 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22126455,https://static.inaturalist.org/photos/34252154/medium.jpg?1554605906,,AnzaBorrego,,3,0,false,,"San Diego County, CA, USA",33.3082083056,-116.2136463889,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22126456,2019/03/08 9:52 AM PST,2019-03-08,2019-03-08 17:52:00 UTC,Pacific Time (US & Canada),60643,newtpatrol,2019-04-07 03:23:24 UTC,2019-07-17 03:11:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22126456,https://static.inaturalist.org/photos/34252160/medium.jpg?1554605913,,AnzaBorrego,,3,0,false,,"San Diego County, CA, USA",33.30776625,-116.2128969722,,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22178198,2019/04/06 6:49 AM PDT,2019-04-06,2019-04-06 13:49:00 UTC,Pacific Time (US & Canada),724795,jim_carretta,2019-04-08 02:55:08 UTC,2019-07-17 03:09:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22178198,https://static.inaturalist.org/photos/34337688/medium.jpeg?1554691970,,"",,3,1,false,,"San Diego County, CA, USA",32.9013007356,-116.3752634942,1821,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22184214,2019/04/07 2:15 PM PDT,2019-04-07,2019-04-07 21:15:00 UTC,Pacific Time (US & Canada),522203,u_phantasticus,2019-04-08 06:01:50 UTC,2019-07-17 03:09:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22184214,https://static.inaturalist.org/photos/34347427/medium.jpg?1554702567,,"",,3,0,false,,"San Diego County, US-CA, US",33.3902238426,-116.4006612656,811,obscured,,true,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22229413,2019/03/30 5:00 PM PDT,2019-03-30,2019-03-31 00:00:00 UTC,Pacific Time (US & Canada),28,tiwane,2019-04-09 06:58:56 UTC,2019-04-11 13:24:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22229413,https://static.inaturalist.org/photos/34422784/medium.jpg?1554792635,,"","",2,0,false,,"Riverside, California, United States",33.623105,-115.3261333333,,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22289194,2019/04/05 1:17 PM PDT,2019-04-05,2019-04-05 20:17:00 UTC,Pacific Time (US & Canada),234657,bamm321,2019-04-10 17:28:55 UTC,2019-04-23 01:57:29 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/22289194,https://static.inaturalist.org/photos/34518127/medium.jpg?1554917327,,"",,2,0,false,,"Riverside County, CA, USA",33.7402080687,-116.534521859,15,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22313716,2019-04-09 1:19:16 PM PDT,2019-04-09,2019-04-09 20:19:16 UTC,Pacific Time (US & Canada),762240,rbelshee,2019-04-11 04:10:13 UTC,2019-04-11 12:39:02 UTC,needs_id,CC0,https://www.inaturalist.org/observations/22313716,https://static.inaturalist.org/photos/34558353/medium.jpg?1554955817,,"",,2,0,false,2,"Joshua Tree National Park, San Bernardino County, US-CA, US",34.05435201,-116.43807827,5,,,false,,,,San Bernardino,California,United States,California,San Bernardino,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22315172,2019-04-09 3:03:59 PM PDT,2019-04-09,2019-04-09 22:03:59 UTC,Pacific Time (US & Canada),762240,rbelshee,2019-04-11 05:02:19 UTC,2019-04-11 12:35:47 UTC,needs_id,CC0,https://www.inaturalist.org/observations/22315172,https://static.inaturalist.org/photos/34560623/medium.jpeg?1554958941,,"",,2,0,false,2,"Joshua Tree National Park, San Bernardino County, US-CA, US",34.03499171,-116.44709309,9,,,false,,,,San Bernardino,California,United States,California,San Bernardino,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22560832,2019/04/15 7:52 AM PDT,2019-04-15,2019-04-15 14:52:00 UTC,Pacific Time (US & Canada),214574,jprado,2019-04-16 15:39:07 UTC,2019-04-21 05:08:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22560832,https://static.inaturalist.org/photos/34952584/medium.jpeg?1555428472,,"",,3,0,false,,"Riverside County, CA, USA",33.6678611111,-116.4083333333,,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22637207,Sat Mar 16 2019 15:00:01 GMT-0700 (PDT),2019-03-16,2019-03-16 22:00:01 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-18 01:10:42 UTC,2019-07-17 02:44:09 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/22637207,https://static.inaturalist.org/photos/35074543/medium.jpg?1555549848,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3065616667,-116.213555,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22637272,Sat Mar 16 2019 15:00:34 GMT-0700 (PDT),2019-03-16,2019-03-16 22:00:34 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-18 01:12:53 UTC,2019-07-17 02:43:55 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/22637272,https://static.inaturalist.org/photos/35074721/medium.jpg?1555549977,,"",,2,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.3066,-116.2135783333,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22639045,Sat Mar 16 2019 16:28:28 GMT-0700 (PDT),2019-03-16,2019-03-16 23:28:28 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-18 01:54:50 UTC,2020-03-13 23:55:41 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/22639045,https://static.inaturalist.org/photos/35077672/medium.jpg?1555552497,,"",,4,0,false,3,"Anza-Borrego Desert State Park, Borrego Springs, CA, US",33.2250666667,-116.3755583333,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
22730793,Fri Apr 19 2019 11:18:02 GMT-0700 (PDT),2019-04-19,2019-04-19 18:18:02 UTC,Pacific Time (US & Canada),994233,bonnienickel,2019-04-19 23:16:34 UTC,2020-03-13 23:55:08 UTC,research,CC-BY-ND,https://www.inaturalist.org/observations/22730793,https://static.inaturalist.org/photos/35224489/medium.jpg?1555715804,,"",,1,0,false,3,"Point Loma Nazarene University, San Diego, CA, US",32.7127283333,-117.2520916667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis fuchsi,Hesperapis fuchsi,,Insecta,791938,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,Hesperapis fuchsi,,,,
23076472,2019-03-27 3:06:23 PM PDT,2019-03-27,2019-03-27 22:06:23 UTC,Pacific Time (US & Canada),897675,pliosaur,2019-04-25 22:13:55 UTC,2019-07-17 02:32:00 UTC,needs_id,,https://www.inaturalist.org/observations/23076472,https://static.inaturalist.org/photos/35774637/medium.jpeg?1556230443,,"",,2,0,false,2,"401 Tilting T Dr, Borrego Springs, CA 92004, USA",33.2407477716,-116.3887692243,176,,,false,gps,gps,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
23435493,2019/04/15 9:27 AM PDT,2019-04-15,2019-04-15 16:27:00 UTC,Pacific Time (US & Canada),118152,cwbarrows,2019-04-27 18:42:41 UTC,2020-03-13 23:54:26 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23435493,https://static.inaturalist.org/photos/36285322/medium.jpg?1556389447,,"Art Smith Trail, California, Coachella Valley, Malvaceae, Palm Desert, Santa Rosa and San Jacinto Mountains National Monument, Species, Sphaeralcea, animal, arthropod, flower, insect, plant",,2,0,false,,"Riverside County, CA, USA",33.6685283333,-116.408855,,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
23528761,2019/04/26 3:01 PM PDT,2019-04-26,2019-04-26 22:01:00 UTC,Pacific Time (US & Canada),223005,dlbowls,2019-04-28 01:12:41 UTC,2020-03-13 23:53:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/23528761,https://static.inaturalist.org/photos/36414368/medium.jpeg?1556410718,,"",,2,0,false,,"Los Angeles County, CA, USA",34.0988950449,-118.7232296545,86,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24223201,Sun Mar 17 2019 10:15:53 GMT-0700 (PDT),2019-03-17,2019-03-17 17:15:53 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-30 21:42:56 UTC,2020-03-13 23:53:45 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/24223201,https://static.inaturalist.org/photos/37457611/medium.jpg?1556660618,,"",Larger bee on left ,3,0,false,3,"Anza-Borrego Desert State Park, Julian, CA, US",33.1305055,-116.30117,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24223348,Sun Mar 17 2019 10:15:53 GMT-0700 (PDT),2019-03-17,2019-03-17 17:15:53 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-30 21:44:31 UTC,2020-03-13 23:53:41 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/24223348,https://static.inaturalist.org/photos/37457901/medium.jpg?1556660756,,"",Smaller bee on right ,3,0,false,3,"Anza-Borrego Desert State Park, Julian, CA, US",33.1305055,-116.30117,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24223970,Sun Mar 17 2019 10:19:03 GMT-0700 (PDT),2019-03-17,2019-03-17 17:19:03 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-30 21:49:49 UTC,2020-03-13 23:53:36 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/24223970,https://static.inaturalist.org/photos/37458440/medium.jpg?1556660991,,"",Bee on left,3,0,false,3,"Anza-Borrego Desert State Park, Julian, CA, US",33.1298528333,-116.3015966667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24224067,Sun Mar 17 2019 10:19:03 GMT-0700 (PDT),2019-03-17,2019-03-17 17:19:03 UTC,Pacific Time (US & Canada),405804,emilychebul,2019-04-30 21:50:47 UTC,2020-03-13 23:53:30 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/24224067,https://static.inaturalist.org/photos/37458580/medium.jpg?1556661065,,"",Bee on right ,3,0,false,3,"Anza-Borrego Desert State Park, Julian, CA, US",33.1298528333,-116.3015966667,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24473287,Sat Apr 27 2019 11:39:14 GMT-0700 (PDT),2019-04-27,2019-04-27 18:39:14 UTC,Pacific Time (US & Canada),943160,acorncap,2019-05-03 22:48:45 UTC,2019-06-05 18:50:23 UTC,needs_id,,https://www.inaturalist.org/observations/24473287,https://static.inaturalist.org/photos/37841348/medium.jpg?1556923732,,"","",2,0,false,3,"California, US",34.0358873931,-117.560727303,50,obscured,,true,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24603020,2019/05/04 9:11 AM PDT,2019-05-04,2019-05-04 16:11:00 UTC,Pacific Time (US & Canada),16131,kschnei,2019-05-05 17:30:35 UTC,2020-03-13 23:53:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24603020,https://static.inaturalist.org/photos/38038983/medium.jpg?1557076500,,"","Part of Pinnacles NP bioblitz.  About 10 mm, found on ground in sandy area, very active.  Also posted to BG here:
https://bugguide.net/node/view/1660171
  ",2,0,false,,"Pinnacles NP, McCabe Canyon, San Benito County, CA, USA",36.4991,-121.1544,50,,,false,,,,San Benito,California,United States,California,San Benito,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
24822019,Wed May 08 2019 16:25:36 GMT-0700 (PDT),2019-05-08,2019-05-08 23:25:36 UTC,Pacific Time (US & Canada),14744,bbell,2019-05-09 04:09:47 UTC,2019-05-09 23:49:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/24822019,https://static.inaturalist.org/photos/38391194/medium.jpg?1557374990,,"",,3,1,false,3,"Marina Municipal Airport, Marina, CA, US",36.672895,-121.76732,5,,,false,,,Marina,Monterey,California,United States,California,Monterey,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
25181282,2019/03/27 8:50 AM PDT,2019-03-27,2019-03-27 15:50:00 UTC,Pacific Time (US & Canada),262841,hydrocycler,2019-05-15 21:24:26 UTC,2019-07-17 01:35:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25181282,https://static.inaturalist.org/photos/38976609/medium.jpg?1557954103,,"",,4,0,false,,"San Diego County, CA, USA",33.0936055556,-116.3039388889,5,,,false,,,,San Diego,California,United States,California,San Diego,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
25834360,2019/05/22 12:04 PM PDT,2019-05-22,2019-05-22 19:04:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,2019-05-26 21:27:58 UTC,2019-06-07 06:24:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25834360,https://static.inaturalist.org/photos/40050900/medium.jpeg?1558903596,,"",,2,0,false,,"Anaheim Hills, Anaheim, CA, USA",33.8433919236,-117.7057428238,,,,false,,,,Orange,California,United States,California,Orange,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
25929269,Mon May 27 2019 15:25:37 GMT-0700 (PDT),2019-05-27,2019-05-27 22:25:37 UTC,Pacific Time (US & Canada),1467957,trailblazr,2019-05-28 06:26:22 UTC,2019-05-28 20:29:31 UTC,needs_id,,https://www.inaturalist.org/observations/25929269,https://static.inaturalist.org/photos/40218024/medium.jpg?1559024787,,"",Towsley Canyon.,2,0,false,3,"91321, Newhall, CA, US",34.3612082962,-118.565974234,395,,,false,,,,Los Angeles,California,United States,California,Los Angeles,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
26014183,2019/05/28 7:40 AM PDT,2019-05-28,2019-05-28 14:40:00 UTC,Pacific Time (US & Canada),234657,bamm321,2019-05-29 18:56:13 UTC,2019-06-07 06:23:50 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/26014183,https://static.inaturalist.org/photos/40356217/medium.jpg?1559156133,,"",,1,0,false,,"Palm Springs, CA, USA",33.7818613333,-116.4858048611,,,,false,,,,Riverside,California,United States,California,Riverside,Xeralictoides,Xeralictoides,,Insecta,700712,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
26101339,2019-05-23 2:28:55 PM PDT,2019-05-23,2019-05-23 21:28:55 UTC,Pacific Time (US & Canada),469701,sastinson,2019-05-31 05:51:59 UTC,2019-06-10 05:56:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26101339,https://static.inaturalist.org/photos/40500680/medium.jpg?1559281921,,"",,1,0,false,2,"Paicines, CA 95043, USA",36.5055811785,-121.1921596527,526,,,false,gps,gps,,San Benito,California,United States,California,San Benito,Hesperapis regularis,Hesperapis regularis,,Insecta,345371,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,Hesperapis regularis,,,,
26329879,2019/06/02 6:58 PM PDT,2019-06-02,2019-06-03 01:58:00 UTC,Pacific Time (US & Canada),1490864,dgrimmphd,2019-06-03 15:45:49 UTC,2020-03-14 05:49:05 UTC,needs_id,,https://www.inaturalist.org/observations/26329879,https://static.inaturalist.org/photos/40877702/medium.jpg?1559576726,,"Melittid Bees, Bee, Bees, Animalia, Arthropoda, Insecta, Hymenoptera, Melittidae, Dasypodainae, Hesperapis, Frank Bogart Trail, Palm Springs, Santa Rosa and San Jacinto Mountains National Monument, California","Frank Bogart Trail, Palm Springs, Santa Rosa and San Jacinto Mountains National Monument, California",2,0,false,,"Palm Springs, CA, USA",33.7648924167,-116.5247327222,,,,false,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
26732028,2019/06/09 2:40 PM PDT,2019-06-09,2019-06-09 21:40:00 UTC,Pacific Time (US & Canada),943160,acorncap,2019-06-10 06:33:13 UTC,2019-07-30 04:31:26 UTC,needs_id,,https://www.inaturalist.org/observations/26732028,https://static.inaturalist.org/photos/41524755/medium.jpeg?1560145374,,"",,1,0,false,,"Riverside County, US-CA, US",33.6915542871,-116.979738287,6895,obscured,,true,,,,Riverside,California,United States,California,Riverside,Hesperapis,Hesperapis,,Insecta,177889,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Melittidae,Dasypodainae,,Dasypodaini,,Hesperapis,,,,,,
